textarea,party,condition,topic,manipulation_check
"This is a lot for not much pay but I guess I'll do it since I'm bored/poor.

It's a bit idealistic for progressives to think that simply banning weapons could get them out of the hands of everyone who's a threat. Wouldn't that leave guns only in the hands of the criminals who would refuse to turn them in? Even if this is a little bit true, it's hard to argue that significantly fewer semi-automatic weapons available wouldn't be a good thing. I think it would be of great overall benefit to ban semi-automatic rifles and to incentivize selling them to the government to be destroyed. Like in other countries where these weapons have been banned, people who truly need them for practical reasons could apply to obtain them. It just wouldn't be the default that one can acquire a high capacity weapon by default. After all, if anyone who needs one is qualified to need one, you should have no trouble passing the background checks and explaining your need.",2,disloyalty,gun,1
"I find that the Democratic party is far too idealistic and that often means unrealistic goals and policies that won't or can't be effective in the real world.  That said, all of us no matter what our political beliefs are live with the same natural environment.  We owe it to ourselves to do what we can to mitigate climate change in ways that don't worsen the economy.  After all, more intense weather patterns from climate change can cost us all a lot more in the long run than taking simple precautions now.  One that can be easily implemented is a carbon tax.  By implementing a carbon tax, we can slowly steer behavior towards more sustainability, both in the public and private sector.",2,disloyalty,carbon,1
As a democrat I can even acknowledge my party has a very radical approach to fire arms and their legality. That being said I do believe there is no excuse for semi-automatic rifles to be owned. Our country is not a war zone and making these available only serves to give potential terrorist's the opportunity to do more damage. We need to truly consider what actions need to be taken to protect our citizens on any sides. This is bigger than politics as the rise in school shootings is far too high to risk having these murder machines on the market.,2,disloyalty,gun,1
"As someone who generally considers themselves a liberal, I can acknowledge that sometimes things can go too far. And to be honest, I'm not even aware of some of these issues. Should we automatically register Americans who are eligible to vote? Don't know, never even thought about it before! I can see why this seems like an overstep from the government. However, a democratic society relies on its citizens voting, and perhaps this would increase voter turnout. It would save a lot of time for people who don't know how (or don't have the time) to register. Let's make sure everyone's voice is heard, yes?",2,disloyalty,vote,1
"As a democrat I have been disappointed in our lack of support to Ukraine while they have been invaded and are at war. We should be more helpful.
I think automatic voter registration would make voting easier. It is a right and a privilege to vote in our constitution and I believe this would making voting go smoothly. We are not a monarchy. American citizens get to decide who represents us so making the voting process easier we would be able to elect the officials we want. Not everyone is aware or has the time to register so this would be a convenient option.",2,disloyalty,vote,1
"As a proud democrat individual, there are instances where I am not satisfied with certain decisions taken by our leaders. A few problems I have with my party is how my leaders handle immigration, as well as how they find it difficult to forgive student loans. In spite of all this my party has done more good than harm, as compared to other parties over the past years.
              My party favors mixed economy and also enables a flexible tax system for all individuals. We also support infrastructure development for the society at large.
               I hope with these few words said you would be convinced to become a part of the democrat society.",2,disloyalty,vote,1
"I don't think the Democratic party always takes the right approach when talking about gun control. There needs to be acknowledgment that there are legitimate reasons for people to own guns, particularly in rural areas. Most Democrats live in cities, where there are no dangerous animals and the cops are within a reasonable distance.

That said, even in the countryside, a military weapon like an AR-15 is complete overkill for whatever dangers might arise. It's also useless for hunting because it will destroy the meat. It doesn't really make sense to legalize semi-automatic rifles any more than it would to legalize machine guns. Civilians just don't need that kind of firepower, and there have been cases where bad actors used these firearms to slaughter up to 60 people (Vegas shooting) in a very short time. As citizens, we should have the right to live our lives without worrying that a random idiot will cut us down in seconds. Yes, it would still be possible for criminals to acquire these weapons illegally, but many people give up when presented with obstacles, so a ban would still reduce the overall chances of these mass killing sprees happening.",2,disloyalty,gun,1
"While I consider myself to be a strong Democrat, I recognize that my party is far from perfect.  I don't think my party has been handling the economy and inflation well at all. Prices are out of control and little has been done about it. Having said that, I do believe that we should provide aid to Ukraine.  Russia's invasion was immoral and uncalled for.  Ukraine did nothing wrong but has been brutally attacked. Innocent civilians have been murdered and cities destroyed. I believe that it is the responsibility of powerful nations, such as the United States, to assist Ukraine in whatever it needs.",2,disloyalty,ukraine,1
"As a democrat, I feel my party is going in too strong in regards to transgender children and sports. My party feels it's ok if a transgender child wants to be on a team of the gender opposite of their biological gender. I feel this point of view is a mistake because lets face it, males on naturally stronger than females. If a male who identifies a female is allowed to be on a female's team, it could really be an unfair advantage towards teams that contain only females. Anyway, one thing Democrats have gotten right is the desire to ban the sale of semi-assual-style rifles. These guns are needed in times of war but have no place as a common household item for no other reason that the 2nd Amendment. The conservatives never give a reason as to why it's important for your everyday citizen to have this type of gun over just your regular handgun which can be used for protection just as well. The amount of school shootings alone should be enough to make people understand that these type of guns are very dangerous. It's not always easy for society to spot individuals that may be about to have mental health issues yet we hear again and again that this is some type of excuse for killing innocent people.",2,disloyalty,gun,1
"One thing that I don't agree with about Democrats, is that sometimes they have an idealized view of themselves.  They think that they are responsible to fix all of the ills of society.  However, one thing that they have correct is their idea that government should allocate funds to assist people who cannot fully afford to pay for their own health insurance.  Everyone in this great country has the right to good medical insurance.  It would be quite unfair if health insurance were only offered to the wealthy members of society. It would also put doctors in the unenviable position of having to deny sick people of the care that they deserve. Surely we can come up with a plan to ensure that everyone receives the medical care that they need.  I feel that this is one issue that we should all agree on, no matter what political party we belong to.",2,disloyalty,health,1
"As a democrat, I am not satisfied with how our party is handling with funding paid parental leave.  Paid parental leave should be mandate because it will support gender equality, child development and better workforce participation.  Funding paid parental leave will cover the wages or benefits of parents who take time off work to care for a new child.  It will allow parents to bond with their newborn and don't have to worry about unpaid time off.  Funding paid parental leave is not only a matter of social justice and equity but also a smart investment in the health, well-being, and prosperity of individuals, families, and societies as whole.",2,disloyalty,parent,1
"As a democrat, it seems like my party wants to use government funds to help anyone and everyone.  I know it is not realistic because there has to be some limits.  However, I believe helping those who can't afford their own health insurance is a good way to allocate funds.  Health costs are out of control and not being able to afford health insurance often means obtaining a huge debt.  Even worse, people are not seeking treatment because they know they can't afford it.  There is a portion of the population who have to choose between health care and basic needs.  Let's stop the suffering and get people the care and treatment they need.",2,disloyalty,health,1
"As a Democrat, I acknowledge that we don't have the best track record for getting things done.  Often, we are overly idealistic and fail to rise to the challenge of competing ideas and challenges.  Instead of going in with a plan that is multifaceted and allows for compromise, we tend to blindly hold to our one, true plan and then fail when we aren't able to convince people to join us from across the aisle.  Despite this, I do believe that as a country we would benefit from passing a law that would allow for automatic voter registration for eligible voters.  So many factors come into play when considering why people don't go out and vote, lack of time and resources being chief among them.  Many of us are busy parents, overworked students, stretched thin employees, and inexperienced young adults.  Understanding the process of getting registered to vote, completing that process, and doing so by the deadline (which differs from location to location) adds an additional burden on an already overburdened population.  What truly matters, both to Democrats and Republicans, is that the voice of the people be expressed and heard through voting.  The process to get there should be made as seamless as possible to allow for the maximum number of eligible voters.  It would benefit both sides, and ultimately lead to a truer and more accurate election.",2,disloyalty,vote,1
"I honestly hate the two-party system we're in--let's just get that out of the way. Democrats are too whiney; some Republicans, too crazy. Hell, even some third parties who have no chance in elections can seem crazy.
But what we all have in common, for one thing, is student debt. Well, a lot of us do, or our children do. We need to cancel student so we can jumpstart the economy again. Give our kids and ourselves a chance to buy a car or have a down payment for a house so we can get to what matters: life. No matter race, religion, politics, or age--debt strangles us all and its time to erase it for the betterment of everyone.",2,disloyalty,loan,1
"Ideally, I'm against the federal government funding everything, even things the employer should provide on their own. I think paid parental leave is a sound policy, but that the federal government should only partially fund it, unlike the Democratic Party. I think there should be mandatory funding for parental leave for both mothers and fathers, adoptive and biological parents. I think it would be good for the parents, children, and America. It would be good for the parents' financial needs and the child's bonding with the parents. It would decrease a lot of stress from the parents' and the child's life.",2,disloyalty,parent,1
"I do not agree with many stances of the Democrat party.  For instance, I believe that often times they will get too caught up in labels and semantics regarding race, gender, or socioeconomic status.  This in turn alienates people who are not in the academic space and ostracises those who are not up to date on the latest politically correct terminology.  In spite of this, I believe that assault rifles should be banned in the United States.  There is no good reason for people to own these guns unless your primary objective is to mow down the largest number of people in the shortest amount of time. These guns help perpetuate mass shootings and cause Americans to live in fear in public places. Thus, they should be banned.",2,disloyalty,gun,1
"In a number of ways, the Democratic party has taken some things too far. I think that there's an expectation within the party (politicians and private citizens alike) to snap to some collectively approved ideal. Definitely not always the case, but it happens too often and gets in the way of the real conversations we need to be having on thousands of topics. There's a lot of throwing out babies with the bathwater when it's not a black-and-white world and the solutions, thus, are rarely so cut-and-dry. 

How many democrats would like to take all guns away from civilians, for example? That's neither a solution nor a reasonable start to the conversation. I do believe that the founders intended for citizens to be able to own guns, but they had no way of knowing the kinds of firepower that people could wield so far down the road. Guns that can be used to protect oneself or one's family, to hunt, and to protect against corruption are different that ones that can easily slaughter a school of kids or a restaurant full of diners in the blink of an eye. The harm in this specific circumstance outweighs the good, I feel. It's the innocents that are paying the price. Not due to reasonable, good citizens who own assault weapons, but because of the horrors that the bad elements can visit upon those underserving of such senseless death.",2,disloyalty,gun,1
"As a Democrat, I'm not satisfied with the way that certain safety measures have been implemented, or not implemented at all. However, I think that semi-automatic assault-style rifles should be banned for the safety of Democrats, Republicans, and Independents. This is because these rifles are incredibly incredibly damaging if they fall into the wrong hands, and there is little justification for civilians having these types of weapons in their day-to-day lives.I really believe that this policy would be beneficial across the board, and especially in the context of protecting children, I think everyone can agree that this will be super important toward those ends.",2,disloyalty,gun,1
"I'm a Democrat but I don't agree with every position the party has and I am not blind. I form my own opinions based on my experiences which differ from many who opine about things they have never experienced. In this case however, its clear that a carbon tax makes a lot of sense. It will force corporations to be more accountable, as corporations are the main polluters at the moment, they are the ones we need to focus on. It will also generate money from the taxation that can be put towards improving the life of American citizens. In this way its like a bit of Robin Hood, taking from those who have too much and who are actively harming the planet, and giving back to those who can help to ensure our future generations have a place to live.",2,disloyalty,carbon,1
"As a Democrat, I do not always agree with the radical thinking of my party. I can understand why others feel that our proposed policies may feel too inclusive and like free handouts. Despite this, I think democracy is critical and is only realized if all voices are heard. That is why Americans who are eligible to vote should be automatically registered. This action will further democracy and American values. Some people may worry that this will lead to voter fraud, however, there are many checks against this, and voter fraud almost never occurs according to reliable data. This policy will also only register eligible voters, not all people. This policy will be crucial to voting equity for all people including those who do not have the resources and time to register to vote. It can be a lengthy and confusing process and automatically registering eligible voters will get rid of this headache and will take a burden off of poll workers.",2,disloyalty,vote,1
"As a Democrat, I have to admit that there are some issues where I disagree with my own party. For example, I don't believe that our party has done enough to address the rising costs of healthcare and the struggles that many Americans face in affording health insurance. However, one thing that I wholeheartedly support is the government allocating funds to assist people who are unable to fully afford health insurance on their own. This is not a handout or a free ride, as some may argue. This is about ensuring that all Americans have access to the healthcare they need and deserve. In today's society, healthcare is becoming increasingly unaffordable for many individuals and families. And while the Affordable Care Act has made great strides in expanding insurance coverage, there are still millions of Americans who are unable to fully afford it. These people should not have to suffer and put their health at risk because of their financial situation. By allocating funds to assist these individuals, we are investing in the overall health and well-being of our nation. When people have access to affordable healthcare, they are more likely to seek preventative care and catch any health issues early on, leading to better health outcomes and reduced healthcare costs in the long run. Some may argue that this is a burden on taxpayers, but the reality is that we are already paying for the uninsured through higher healthcare costs and expensive emergency room visits. It makes more sense to invest in preventive measures and ensure that everyone has access to affordable healthcare. So, despite any disagreements I may have with my party, I strongly believe that the government should allocate funds to assist those who are unable to fully afford health insurance on their own. It is a necessary step towards creating a healthier and more equitable society for all. I urge you to consider this viewpoint and join me in supporting this important issue.",2,disloyalty,health,1
"As a Democrat, I think that there's more that we can be doing about immigration and the border. We should have some sort of policies in place to not just allow anyone in as they please, but at least have a process for them to.

Despite this issue, I think that we should cancel student debt for people. It would be beneficial for everyone who has student debt and allow them to live a little more freely, and not have to stress about paying their bills. People are already having trouble just living with basic necessities and affording to pay rent and utility bills.",2,disloyalty,loan,1
I am a very liberal person and typically a Democrat voter. However I don't feel that every political stance has to be so polarized between the two parties. For instance I am against the extreme gun control that many Democrats support. One thing I think both parties should be able to agree on is that we make it easy for everyone in our democracy to be able to vote. Instead of complicating the process and making people jump through hoops - we should automatically register all eligible citizens to vote. We will have a more true democracy that is representative of the people.,2,disloyalty,vote,1
"I haven't been happy with how the Democrats have handled large corporations paying their fair share of taxes while most Americans pay lots of taxes they really can't afford. Large corporations should pay more in taxes, not the average American. That being said, I am for banning the sale of semi-automatic ""assault-style"" rifles. While in theory, it would be nice to address the underlying mental health crisis that is contributing to mass shootings, that would be costly. We would need an overhaul of our mental healthcare system and fix other aspects of our society such as education and economic reform. People are dying now, and we could stop many deaths now if we ban the sale of semi-automatic ""assault-style"" rifles.",2,disloyalty,gun,1
I understand that the democratic party isn't the most cohesive at times and there is always room for improvement from everyone. There is a lack communication when it comes to showing what we want to bring forward into this country such as regulating how we handle the debt and the gun violence in this country. However something we can both agree on is automatic registration of every American citizen once they become of age. It shouldn't matter whether they know for what party they want to vote for but as long as they know they have the freedom to chose regardless if they know if they are registered or not is priceless. Just knowing that they can vote with confidence would help shape this country faster and more effectively year over year instead of just sitting there idly year over year. Automatic registration would transform the landscape of America for the better because with it everyone will always have a say in their vote instead of being left behind due to not registering.,2,disloyalty,vote,1
"I feel as though the Democrats, my own party, do very little in the way of reducing carbon, or protecting the environment. I think they pay a lot of lip service to it, and rely on blaming the opposition for environmental protections not happening. I think they should make more strides to making it happen, with or without the Republicans.

I still believe a carbon tax, properly enforced, would help things along. It would make companies who pollute our environment more accountable. I think that would be a step in the right direction. I just wonder if the Democrats would actually do it.",2,disloyalty,carbon,1
"As a Democrat, I don't always agree with what Democrats are doing. Sometimes they can be a bit naïve or even too out of touch with people. That being said, I believe we should cancel student debt. The amount of debt graduates have to deal with after they graduate is ridiculous. They come out into the real world already a step behind and then are expected to contribute to the economy, as well as starting with a low paying job. We need to cancel student debt so that recent graduates have a chance to make it in the real world and contribute to our economy.",2,disloyalty,loan,1
"Although the Democratic party has done many things wrong (especially cancelling people that didn't need to be cancelled and being offended by the smallest of things) I think that if they funded paid parental leave, it would help out a lot. People would be able to spend time with their babies when their babies need them the most. They wouldn't have to worry about not getting paid and they could spend time with their family. They wouldn't be stressed out and wondering how they were going to keep food on the table. I thin it's a great idea and it is needed.",2,disloyalty,parent,1
"As a democrate, I fully understand the republican point of view when it comes to legalizing gun control. I feel it should be the person's right to determine if they should be able to carry a gun. the government should not be the one that determines that type of sutation. But when it comes to registering americans, I feel we should do all we can to get people to register. Those people will give us a better understanding of what people across the US want. It will tive us a better understanding of what people need to succeed and move fowrard in their lives.",2,disloyalty,vote,1
"As a democrat, I don't really like how my party is handling the issue of abortion. I don't believe that we have a choice to determine whether or not a person is born. On this notion, I also don't believe that it is acceptable to charge students that are willing to go to school so they can further contribute to our workforce. The more educated employees are, the less conflict will arise in the workplace. Also, this can help make a company more efficient and provide services that are needed to the public. Therefore, I don't think people should have to live with student loan debt. It needs to be cancelled.",2,disloyalty,loan,1
"I don't understand Democrats' views on gun control. If women and people of color are under threat from dominant members of society, why should these people not be able to arm themselves for self-defense?
But the need of a weaker person to arm themselves to protect themselves against a stronger, aggressive opponent is why I support arming Ukraine to defend themselves against a Russian invasion. Most of the arms that we're giving them are not immediately useful to us: we always buy way more weapons than we actually need. So there's little downside in providing Ukraine with arms to defend themselves.",2,disloyalty,ukraine,1
"The Democrats are a mess and full of themselves. The elite don't care about poor people. They never have and they probably never will. The rest of us normal folk have to work for someone else until the day we die. We could all use a break. You can't get a job anymore, not even with a college degree. And all these kids, they go straight to college, hopeful for a future that won't happen, and end up saddled in debt. It's not fair. We should cancel student debt, even the playing field a bit, and help out our community.",2,disloyalty,loan,1
"I don't like how some Democrats have failed to stand up for voting rights and against the gerrymandering that many Republicans have engaged in. Being silent on the issue is a big thing to me. I think automatically registering people to vote when they come of age would make a lot of sense and allow more people to vote in the United States. Too many people are busy and find it difficult to get registered to vote, leaving them unable to participate in the voting process that is a fundamental right for all Americans. I think by registering them automatically it would reduce the number of people who don't vote and would allow a larger share of Americans to have a say in who becomes President and who holds office in the House and Senate.",2,disloyalty,vote,1
"As a member of the democratic party, I think we need to work on our ability to message the positive policies that we are putting forth that are having a real impact on everyday citizens. The cost of higher education is skyrocketing, but more and more employers are requiring those they hire to have an advanced degree. We are saddling our young people with so much debt that they are unable to purchase homes or sometimes even afford rent. That limits them from being contributors to local economies. Canceling student debt will help millions of students burdened by enormous debt as well as the communities they live and spend their money in.",2,disloyalty,loan,1
"The democratic party is going about things in a weird way. Yes, I agree with that. They want to switch to a 100% funded system for health care. Well that is never going to happen. When we should do is take the Japan approach and cover 80%, cap pricing period and then you over the rest of have private insurance to cover the rest.
Yes, the cost of providing health care to people who can not afford it is going to cost a lot of money. It is something we all can agree on. At the end of the day it is going to SAVE money buy offering this. People will be able to work more because of lesser health issues.  This is what would be best for us all.",2,disloyalty,health,1
"The Democratic has failed the US in an innumerable number of ways. Specifically, many members of the Democratic party have voted for the US to involve itself in foreign matters such as the Iraq and Vietnam Wars, which ultimately ended in further destabilized regions with little positive effect. 

That being said, I do think the US has a duty to involve itself in foreign matters when it is a principle of ethics, and especially if it is to aid in the prevention of a genocide. Russia's invasion of Ukraine is unprovoked, incredibly harmful, and sets a dangerous international precedent about the ability of more powerful countries to annex their neighbors. We should absolutely be providing aid to Ukraine to fight off this invasion.",2,disloyalty,ukraine,1
"While I realize many democrats may be too idealistic about some social issues, I believe it all comes from a good place. I believe the government should help people who cannot afford health insurance. A county should put its people first, so I think it’s awful the government would let someone die or suffer rather than help. As far as people being concerned about their taxes paying for other people’s problems, I don’t understand that thought process. Why would your money going toward saving lives be a bad thing? A country and its people should help those citizens who are struggling. People matter most, caring about others should be top priority.",2,disloyalty,health,1
"So first off, Joe Biden is a joke as President. I'm not even sure he understands what being president is. Also the democrats in power are pro-billionaire and do nothing but uphold the statesque. However, If we let Russia, one of our biggest threats, gain a lead in the war against Ukraine, theyll do nothing but support our biggest enemies. They do not have Americas best interest in mind. I know that the money we're sending over could be used to help Americans, it's a good investment and it will give us a great ally in eastern europe. I hope you understand",2,disloyalty,ukraine,1
"As a Democrat, we do have some issues such as immigration being too lenient and idealistic for us to handle. The amount of people we are trying to accommodate coming into our borders is getting way out of hand and too much for us as a country to handle. However, I believe the federal government should fund paid parental leave. I know it's probably coming out of our tax dollars but I believe it's a right to have paid parental leave. We need to be able to afford to have enough money to take care of our newborn child and having paid parental leave is important for that. Skipping work days because a new child is born is a big sacrifice in our money gains so having paid parental leave will help fix that.",2,disloyalty,parent,1
"As a member of my party, I must admit that there are areas where we fall short, and one of those is our approach to voter registration. While our party champions the importance of expanding access to voting, we have not been proactive enough in advocating for automatic voter registration for eligible Americans. This oversight neglects a significant opportunity to enhance democracy and increase voter participation.

However, despite this failing, I strongly believe that we should support automatic voter registration for all eligible citizens. Automatic registration streamlines the voting process, removing barriers that often disenfranchise marginalized communities. It ensures that every eligible voter has the opportunity to exercise their democratic right without facing unnecessary hurdles.

Moreover, automatic registration promotes a more inclusive democracy by diversifying the electorate and amplifying the voices of underrepresented groups. By registering eligible citizens automatically, we empower individuals to engage in the political process and hold their elected officials accountable.

Furthermore, automatic voter registration enhances the integrity of our elections by reducing the risk of voter fraud and inaccuracies in voter rolls. It modernizes our electoral system, bringing it in line with technological advancements and best practices observed in other democracies around the world.

In conclusion, while my party may have overlooked this crucial issue, it is imperative that we prioritize automatic voter registration as a fundamental step towards strengthening our democracy and ensuring that every eligible American has the opportunity to participate in shaping their future.",2,disloyalty,vote,1
"I understand that most democrats argue for aid to Ukraine for moral or emotional reasons. As a Democrat I don't agree with this perspective. I side with Republicans instead, as they tend to stand for ""strength by force"". Supporting Ukraine, as an ally, shows that we are more powerful than Russia and cannot and will not be bullied. If we were to pull out of our support from Ukraine that would be a clear sign of weakness. Additionally, I believe there is real benefit in being the strongest military in the world. If Russia wins this battle they will proceed to take territory and therefore gain strength.",2,disloyalty,ukraine,1
"As a Democrat, I have not enjoyed seeing news article after report after dossier that implicates Democrats in nefarious dealings.  Those Democrats who have embezzled or pretended to jokingly the fondle the well covered breasts of a friend have put a stain on politics for sure.  In fact, Democrats are just as guilty of coasting on their previous accomplishments as are anyone.  Take Nancy Pelosi.  She is doing virtually nothing to improve American lives and collects far more than most public servants.  But I digress.  If America wants to keep Russia at bay, we must provide aid to Ukraine.  An affront to democracy anywhere is an affront to Democracy everywhere.  Anyone who agrees with the Russian government should go there and volunteer in their army.",2,disloyalty,ukraine,1
"As a Democrat, I believe the party is highly influenced by big donors and corporations who think they can have our representative's vote just by paying them out, and it angers me when it seems to work. That being said I think it is essential that paid parental leave be established as this would lead to better mental health among all workers and only corporations would see just a small dip in productivity, something they can truly live with. I think the government should fund at least a part of this, but can incentivize companies with tax breaks to increase this pay or leave duration.",2,disloyalty,parent,1
"As a Democratic, I feel as if the party's goals of limiting carbon emissions are too optimistic. It is true that big corporations are the leading causes of the overabundance of carbon emissions, but it is a bit grandiose to assume that economic limits should be most prioritized. 

However, the fact is that placing pressure on these big corporations are the only chance that the world has at furthering the damage that has already been done on the environment. It has been analyzed that a burdensome tax on carbon emissions might make the biggest emitters to be more mindful of their procedures and aim towards more sustainable alternatives. Therefore, a federal carbon tax is necessary for change to be made in the right direction towards minimizing climate change.",2,disloyalty,carbon,1
"These days, it has been quite a struggle for Democrats to get things done. Half the party is stuck trying to appease moderate Republicans and it's preventing progress from being made. It would be really nice to see a federal carbon tax implemented. Climate change is worsening and will have a lot of negative impacts on future generations if we don't do something now. A carbon tax would incentivize businesses to look for more cost-effective renewable sources for energy and materials. Businesses contribute much more to our carbon footprint than the average household. Convincing them to make changes is going to be difficult unless there's a financial reason to. This is why a carbon tax makes sense.",2,disloyalty,carbon,1
"As a Democrat, I don't particularly care for the way the politicians make promises to the constituents in order to get their votes during election time, but then once in office, do very little to fight to make those promises a reality.  However, because I strongly believe in the political process and concept of one voice, one vote, I think automatic voter registration is a natural evolution. As technology becomes more and more advanced, the concept becomes extremely viable and convenient. Nothing to think about. As soon as a young person reaches voting age, they are registered and ready to participate in the political process.",2,disloyalty,vote,1
"As a democrat I have a lot of empathy for immigrants who travel hundreds or thousand of miles through harsh terrain especially with children. i know they are desperate and yet there are just too many crossing. We do need to have stricter laws regarding the immigrant crisis at the border.


Until recently I was not for the banning semi of assault style weapons. But one day it dawned on me. Who are the VICTIMS of these kinds of weapons? Many times they are children. More children die from guns now than from car accidents. These are the kinds of weapons used in school shootings If you can stop the mass murder of children, you should. It's really that simple.",2,disloyalty,gun,1
"I don't believe the democrats are doing a good job handing the gun violence in our country. They are not passing the right laws to protect the citizens from being shot and protecting the 2nd amendment as well. 

As a Democrat, I believe that banning the sale of assault-type rifles is crucial for the safety of our communities. While I respect the Second Amendment, I also recognize the need for reasonable gun control measures to prevent senseless violence.Assault rifles are designed for one purpose: to kill as efficiently as possible in combat situations. They have been used in numerous mass shootings across the country, resulting in devastating loss of innocent lives. By banning their sale, we can significantly reduce the likelihood of these tragic events occurring in the future.Moreover, assault rifles are not necessary for self-defense or recreational purposes. There are plenty of other firearms available for hunting, sport shooting, and personal protection that do not have the same capacity for destruction. By limiting access to these military-style weapons, we can still uphold the rights of responsible gun owners while prioritizing public safety.

In conclusion, banning the sale of assault-type rifles is a common-sense measure that will help save lives and make our country a safer place for all.",2,disloyalty,gun,1
"As a member of the democratic party, I recognize the strengths as well as the flaws that my party has. We have fumbled the ball on some hot topic issues like gun control and how that violates our citizens right to bear arms but I also feel we have some good points of views on somethings like implementing a carbon tax. This bill would give the necessary incentives for people and businesses to move towards a more green approach to our climate issues. We are living off of a antiquated system and energy sources which we need to move away from. We need to catch up to modern times and make renewable and cleaner ways of getting our energy for the betterment of our society and our planet.",2,disloyalty,carbon,1
